,index,post_class,prob
10637,164,349,0.125
10655,767,349,0.3333333333333333
10681,646,349,0.125
10685,503,349,0.1111111111111111
11189,549,788,0.125
11213,1078,788,0.16666666666666666
11261,429,788,0.16666666666666666
11270,635,788,0.14285714285714285
11353,931,788,0.1111111111111111
11421,677,788,0.1111111111111111
11436,561,788,0.14285714285714285
11461,1113,788,0.1111111111111111
11496,249,788,0.125
11503,6,788,0.14285714285714285
11527,882,788,0.125
11556,585,788,0.14285714285714285
11557,34,788,0.125
11571,628,788,0.16666666666666666
11577,666,788,0.125
11583,795,788,0.2
11602,562,788,0.125
11612,282,788,0.125
11613,458,788,0.125
11644,224,788,0.1111111111111111
11650,877,788,0.125
11665,461,788,0.125
11678,341,788,0.1111111111111111
11687,1042,788,0.125
11716,449,788,0.125
11727,770,788,0.14285714285714285
11742,832,788,0.14285714285714285
11774,48,788,0.14285714285714285
11800,519,788,0.1111111111111111
11812,995,788,0.16666666666666666
11823,844,788,0.125
11826,164,788,0.125
11837,383,788,0.14285714285714285
11859,888,788,0.125
11873,165,788,0.14285714285714285
11882,431,788,0.1111111111111111
11887,496,788,0.16666666666666666
12029,959,638,0.1111111111111111
12098,749,638,0.16666666666666666
12186,321,638,0.14285714285714285
12288,1054,638,0.125
12321,175,638,0.10526315789473684
12331,730,638,0.14285714285714285
12339,956,638,0.13333333333333333
12370,442,638,0.16666666666666666
12419,854,638,0.16666666666666666
12437,155,638,0.125
12444,466,638,0.14285714285714285
12539,862,638,0.125
12587,933,638,0.1111111111111111
12603,99,638,0.125
12629,13,638,0.1111111111111111
12637,678,638,0.14285714285714285
12671,1087,638,0.125
12688,210,638,0.25
12694,370,638,0.125
12699,610,638,0.25
12710,382,638,0.16666666666666666
12753,963,638,0.14285714285714285
12798,937,638,0.125
12804,211,638,0.1111111111111111
12808,72,638,0.14285714285714285
12812,567,638,0.125
12832,207,638,0.125
12833,224,638,0.1111111111111111
12863,37,638,0.125
12922,1147,638,0.25
12935,291,638,0.3333333333333333
12967,999,638,0.14285714285714285
12971,158,638,0.14285714285714285
12975,484,638,0.125
12979,418,638,0.14285714285714285
13019,911,638,0.1111111111111111
13051,510,638,0.125
13471,626,754,0.1111111111111111
13477,1054,754,0.125
13499,993,754,0.25
13504,859,754,0.25
13531,1037,754,0.125
13567,549,754,0.125
13589,162,754,0.125
13605,848,754,0.125
13681,622,754,0.125
13747,357,754,0.125
13778,367,754,0.14285714285714285
13788,769,754,0.1111111111111111
13792,99,754,0.125
13825,558,754,0.2
13826,678,754,0.14285714285714285
13867,987,754,0.1111111111111111
13876,1114,754,0.16666666666666666
13883,370,754,0.125
13917,363,754,0.125
13924,25,754,0.125
13938,36,754,0.125
13990,282,754,0.125
13993,211,754,0.1111111111111111
13997,72,754,0.14285714285714285
14070,812,754,0.16666666666666666
14074,253,754,0.125
14078,134,754,0.125
14086,898,754,0.125
14098,312,754,0.14285714285714285
